Project title,Principal investigator(s),Co-investigator(s),Keywords,CIHR contribution,ApplID,Abstract/Summary
"Analyse d'implantation d'une innovation : le dépistage rapide du VIH offert par des pairs intervenants communautaires auprès des hommes gais, bisexuels et autres hommes ayant des relations sexuelles avec des hommes de Montréal","['Otis, Joanne', 'Pronovost, Frédérick']","['Dumont Blais, Alexandre', 'Monteith, Kenneth M', 'Ortiz Nunez, Roberto', 'Thompson, David', 'Flores-Aranda, Jorge M', 'Gahagan, Jacqueline C', 'Girard, Gabriel', 'Grennan, Jonathan (Troy)', 'Ibanez-Carrasco, Francisco', 'Marshall, Zack', 'Rourke, Sean B', 'Tremblay, Cécile L']","['Application Des Connaissances Intégrée', 'Counseling Pré Et Post-Test', 'Dépistage Par Des Pairs Intervenants Communautaires', 'Dépistage Rapide Du Vih', 'Empowerment Individuel Et Organisationnel', 'Hrsh Cisgenres Et Transgenres', 'Infections Aux Vih Non Diagnostiquées', ""Référencement Vers D'Autres Services De Dépistage Des Itss"", ""Référencement Vers D'Autres Services De Santé"", 'Vih Et Itss']",450000.0,403943,"Les hommes gais, bisexuels et autres hommes ayant des relations sexuelles avec des hommes (GBHRSH) demeurent la population la plus touchée par le VIH. Offrir plus de possibilités de dépistage permettrait de diminuer les barrières dans l'accès aux services. Les intervenants communautaires qui administrent la trousse de dépistage rapide (TDR) du VIH représentent une initiative prometteuse pour y contribuer. Ce projet de recherche communautaire d'une durée de 3 ans vise à évaluer la mise en œuvre d'une intervention de dépistage rapide du VIH offerte par des pairs intervenants communautaires auprès des GBHRSH à Montréal. L'intervention de dépistage prévoit : l'utilisation de la TDR du VIH administré par un pair intervenant communautaire formé, offert en dépistage de proximité et en site fixe, accompagné d'un counseling pré et post-test incluant le référencement vers d'autres services de santé. Afin de mettre en place le service, des entretiens avec des informateurs-clés seront nécessaires afin d'élaborer une intervention qui respectera les meilleures pratiques en dépistage du VIH. Plusieurs collectes de données seront déployées : des questionnaires pour les usagers serviront à les décrire et évaluer leur satisfaction, des journaux de bord, un questionnaire et des entretiens individuels pour les intervenants permettront d'évaluer comment l'intervention s'est déroulée et les facteurs qui ont influencé son implantation et de mesurer comment la participation au projet permettra le renforcement des capacités des communautés. Le suivi du nombre de tests et leurs résultats permettra de mesurer l'effet sur l'incidence du VIH, l'analyse du registre de rendez-vous permettra d'évaluer les références effectuées vers d'autres services. Ce projet fournira de nouvelles données concernant l'utilisation de la TDR, permettra une prise de décision éclairée quant à l'adoption (ou non) de cette approche et améliora l'offre de dépistage afin d'atteindre les objectifs 90-90-90 de l'ONUSIDA."
Engaging Patients and Caregivers in Research for Pediatric Inflammatory Bowel Disease (IBD),"['Otley, Anthony R']","['Grant, Amy K', 'Griffiths, Anne Marie', 'Laupacis, Andreas']","['Patient Engagement', 'Research Priority Setting']",15000.0,323874,"Patient input into the research process is increasingly valued within the healthcare system. Patients and families can make significant contributions to research as active participants; given the opportunity, they can contribute to all stages of the research process, from study design, trial participation, to dissemination of findings. The current proposal will use this framework, by forming an equal partnership with patients. 

Using an established research process developed by the James Lind Alliance (JLA) in the United Kingdom, we will seek to identify unanswered questions related to the treatment and management of pediatric inflammatory bowel disease (IBD). This work will be conducted through the support of the Canadian Children IBD Network: A Joint partnership of CIHR and the CH.I.L.D. Foundation, consisting of 12 pediatric IBD clinics in children's hospitals across Canada. To begin this patient-researcher partnership, we will form a steering committee, which will bring together patients, families, researchers, physicians, allied health professionals, and representatives from relevant national organizations to identify unanswered research questions about pediatric IBD, and prioritize these uncertainties based on questions ranked as most important. 

The individuals and organizations involved will be crucial in publicizing this study within their social networks, and distributing knowledge translation (KT) materials. KT materials will be created to educate patients and families on identified knowledge gaps (questions that already have an answer in the scientific literature). The results of this study, which will identify the top 10 research priorities (true research uncertainties) will be distributed more widely.

As an initial step in meaningful patient engagement in research, establishing research priorities will set the stage for the larger goal of creating a sustainable patient engagement agenda across our Canadian Children IBD Network."
Simon Otto - Application to the CIHR - Institute of Population and Public Health (IPPH) - Starting Investigators Workshop Travel Bursaries,"['Otto, Simon J']",['N/A'],['Ics Travel Awards'],1500.0,400372,"The IPPH is offering travel awards to Starting Investigators who wish to attend a 3-day workshop hosted by IPPH. The workshop is being held in Ottawa from June 9-11, 2019. The objectives of the workshop are to provide participants an opportunity to:

1. Network with peers, government and senior researchers;
2. Learn about the peer review process;
3. Gain familiarity with CIHR and CIHR funding mechanisms.

I have applied to the CIHR project competition multiple times without success. My research area is the One Health epidemiology of antimicrobial resistance (AMR). I am working on collaborative projects with the Public Health Agency of Canada - Canadian Integrated Program for AMR Surveillance (CIPARS) to develop an Integrated Assessment Model for AMR. This model estimates the transmission of AMR to humans from animals through the food chain. Given this combination of animal and human work, my research topics often sit on a fence between different tri-agency competitions. This workshop will be tremendously helpful for me to learn about the different CIHR funding opportunities for One Health AMR research. I will learn how to craft the human-focused aspects of my research to make them more appealing and have a higher chance of success at receiving CIHR funding. The networking component of the workshop will provide the opportunity for me to discuss my research ideas with senior colleagues who can provide guidance in the CIHR environment."
Do Chinese Young Adults have Unmet Health Needs in Primary Health Care?,"['Ou, Christine H']",['N/A'],"['Chinese Ethnicity', 'Immigrants', 'Primary Health Care', 'Unmet Health Needs', 'Young Adults']",17500.0,183142,Not Applicable
Évaluation d'une intervention visant à favoriser une meilleure prise en compte des personnes vulnérables et des enjeux relatifs aux inégalités sociales de santé dans le cadre du plan d'action interministériel de la politique gouvernementale de prévention en santé du Québec,"['Ouédraogo, Samiratou']",['N/A'],"['Développement De Connaissances Et Compétences', 'Intervention Multisectorielle', 'Inégalités Sociales De Santé', 'Personnes Vulnérables', 'Politique Gouvernementale De Prévention En Santé Du Québec', 'Politiques Publiques Favorables À La Santé', 'Transfert De Connaissances', 'Évaluation']",108500.0,387669,"Le gouvernement du Québec a lancé la politique gouvernementale de prévention en santé (PGPS) 2017-2021 dans le but d'agir sur un ensemble de facteurs pour d'améliorer l'état de santé et la qualité de vie de la population et réduire les inégalités sociales de santé (ISS). Cependant, il est nécessaire d'outiller des ministères et leurs collaborateurs en connaissances et stratégies pour qu'ils puissent mieux prendre en compte les populations vulnérables et les enjeux relatifs aux ISS dans leurs actions. Pour ce faire, l'institut national de santé publique du Québec (INSPQ) a reçu la mission de développer des formations et accompagnements relatifs aux ISS, au profit de gestionnaires et de professionnels du réseau de santé publique ainsi que 4 ministères (affaires municipales ; transport ; famille ; agriculture, pêche et alimentation) et leurs collaborateurs. L'objectif du projet postdoctoral est d'évaluer cette intervention. L'évaluation consiste à i) déterminer la pertinence des besoins de soutien identifiés avant le développement de l'intervention au regard des besoins réels des professionnels et gestionnaires, ii) décrire ce qui se passe lors de l'implantation de l'intervention et ii) analyser l'influence des services et activités offerts dans le cadre de l'intervention sur les connaissances et aptitudes des gestionnaires et professionnels des ministères et leurs collaborateurs. L'évaluation se fera avec la collaboration des personnes en charge de développer l'intervention et celles qui vont en bénéficier de manière à ce que les services et activités qui seront développés répondent aux besoins réels des bénéficiaires et contribuent efficacement à réduire les ISS. L'évaluation fournira à l'INSPQ mais aussi au MSSS des connaissances objectives d'une première expérience au Québec et au Canada liée au développement d'une action entre plusieurs ministères en matière de réduction des ISS."
Intercultural challenges to create trust and share mutual respect among non-Indigenous researchers and Indigenous communities,"['Ouellet, Caroline']",['N/A'],"['Application Des Connaissances', 'Cercle De Partage', 'Confiance Et Respect Mutuel', 'Consensus', 'Consentement', 'Consultation', 'Défis Interculturels', 'Premières Nations', 'Recherche Qualitative', 'Two-Eyed Seeing']",2500.0,311241,"Indigenous populations in Canada and abroad often suffer from a higher burden of disease than corresponding non-Indigenous ones. The causes are complex and include several inequities, notably related to social determinants of health. To mitigate such health iniquities and to promote wellness, access to quality primary care, both geographically and culturally, becomes an essential factor. Yet, even when services are available locally, there often exists a cultural disconnect between Indigenous ways of healing and contemporary health care. In a project seeking to elaborate a model to promote access to and recognition of traditional medicines, Indigenous people expressed some important requests. One example is the consult, consent, consensus ethical process that can be linked with qualitative transparency. Another is to adopt a community-based participatory research approach where Indigenous individuals act as co-researchers. Researchers coming from a different background than Indigenous communities indeed represents a challenge. In our project, non-Indigenous researchers will thus stay with a family to learn community lifestyle and values. Thereafter, the non-Indigenous researcher will be invited to collect data with Indigenous co-researchers. Every request made by communities was intended to build trust and respect among all stakeholders. Every step of the project will be designed and created according to the needs and desires of the community but also in a way to enable the generated knowledge to all partners. This will achieve cultural competency for non-Indigenous researchers and build research capacity for Indigenous researchers. Intercultural challenges will remain a major issue but researcher awareness can mitigate this."
"Étude du lien entre les stratégies d'ajustement au stress utilisées lors du coming out et le stress chez les gais, les lesbiennes et les bisexuels","['Ouellet, Émilie']",['N/A'],"['Ajustement Au Stress', 'Coming Out', 'Cortisol Basal', 'Cortisol Réactif', 'Homosexualité/Bisexualité', 'Marqueur Biologique', 'Questionnaire', 'Santé', ""Stratégies D'Ajustement Au Stress"", 'Stress']",17500.0,226704,"Les gais, les lesbiennes et les bisexuels (GLBs) rapportent vivre plus de stress que les hétérosexuels. Cette observation est souvent attribuée au fait que ceux-ci sont exposés à plusieurs stresseurs: coming out, rejet des parents et amis, discrimination, harcèlement, agressions physiques, conflits avec son orientation sexuelle, etc.  Or, il est connu que le stress est associé à de nombreux problèmes de santé, autant psychologique que physique. D'ailleurs, il est connu que les GLBs présentent  plus de problèmes de santé que les hétérosexuels. La relation entre l'orientation sexuelle et le stress pourrait toutefois être modulée par certaines variables, entre autres par les stratégies d'ajustement au stress utilisées lors du coming out. En effet, dans certaines situations stressantes, le fait d'éviter un problème serait souvent une mauvaise stratégie d'ajustement au stress, tandis que le fait de chercher du soutient social serait une bonne stratégie. La présente étude a pour but d'évaluer si les stratégies que les GLBs utilisent lors de leur coming out est lié à leur stress à long terme. Si tel est le cas, il sera possible de former des intervants spécialisés pour sensibiliser les jeunes aux stratégies d'ajustement à adopter si jamais ils prennent conscience plus tard (ou s'ils sont conscients) d'avoir une orientation sexuelle homosexuelle ou bisexuelle. Ainsi, lors de leur coming out, les GLBs seraient mieux outillés pour faire face au stress. Il est connu que le coming out est extrêmement stressant et peut même mener à des pensées suicidaires. De tels programmes seraient donc extrêmement utiles. Également, avoir appris à utiliser les bonnes stratégies face au stress lié à son orientation sexuelle pourrait aider les GLBs à mieux faire face au stress tout au long de leur vie, et ainsi prévenir chez eux plusieurs problèmes de santé mentale et physique. De tels programmes de sensibilisation pourraient par exemple être implantés dans les écoles secondaires."
"Facteurs psychosociaux, Niveau de contrôle de l'asthme, Adhérence à la médication et Utilisation des services de santé chez les patients souffrant d'Asthme se présentant au département des urgences.","['Ouellet, Karine']",['N/A'],"['Adhérence Au Traitement', 'Asthme', 'Auto-Efficacité', ""Contrôle De L'Asthme"", 'Dépression', 'Facteurs Psychosociaux', 'Fréquence Hospitalisation', 'Respiratoire', 'Santé Pulmonaire', 'Soutien Social']",17500.0,201308,"L'asthme est parmi les quatre maladies chroniques les plus communes chez les adultes, affectant 10% des Canadiens et engendre des coûts totaux atteignant près de 1,3 milliards de dollars par année au Canada seulement. Des facteurs psychosociaux et comportementaux sont associés à la maladie, dont la santé mentale et l'adhérence à la médication, soit le fait de prendre les médicaments pour l'asthme tels que prescrits par le médecin. Plusieurs études ont montré que 50% des patients asthmatiques ne prennent pas leurs médicaments pour l'asthme tels que prescrits, ce qui demeure toutefois peu expliqué. L'adhérence à la médication est un important facteur comportemental pouvant être influencé par des facteurs psychosociaux, comme le statut socioéconomique, le soutien social, les croyances concernant la santé et la santé mentale. Cette étude sera la première à déterminer si des facteurs psychosociaux spécifiques sont des facteurs de risques indépendants d'une faible adhérence à la médication, d'un faible contrôle de l'asthme, et d'une plus grande utilisation des services de santé dû à l'asthme. Les résultats pourraient être utilisés pour (1) renseigner les physiciens quant à l'importance de considérer les facteurs de risques psychosociaux des maladies chroniques et (2) fournir des informations pour le développement et l'implantation d'interventions s'adressant aux disparités sociales et visant à améliorer l'auto-efficacité et la dépression dans le but d'améliorer le contrôle de l'asthme chez les patients à risque. La conception et l'évaluation de l'efficacité de telles interventions seraient les prochaines étapes de notre programme de recherche global."
Biological embedding of childhood adversity and its long-lasting impact on mental health: A longitudinal study of a population-based sample of adolescents,"['Ouellet-Morin, Isabelle']","['Boivin, Michel', 'Booij, Linda', 'Côté, Sylvana', 'Lupien, Sonia J', 'Szyf, Moshe', 'Tremblay, Richard E', 'Vitaro, Frank']","['Adolescents', 'Adversity', 'Children', 'Epigenetics', 'Hair Cortisol', 'Hpa Axis', 'Longitudinal Study', 'Mental Health Problems', 'Physiological Mechanisms', 'Stress']",542134.0,292107,"Youths growing up in adverse environments such as neglectful or abusive families are more vulnerable to develop mental health problems, to experience difficulties with their peers and to encounter problems with the law throughout their lives. While these associations are widely known, from the general public to policy makers, it has proven difficult to translate knowledge into actions that effectively prevent these outcomes that pose a danger to the person and society as a whole. One explanation might be that we know very little about the processes whereby early adversity gets ""under the skull, skin and cells"" to instigate long-term risk towards mental health (e.g. depression, conduct disorder, substance use disorders). Animal research has taught us that early adversity jeopardizes brain development and disrupts our biological systems designed to help us cope with stress. These changes are believed to affect long-term vulnerabilities to mental health. Our objective is to further understand how early adversity influences adolescents' biological functioning and how these relate to mental health in humans. Participants will come from the Québec Longitudinal Study of Child Development (QLSCD), a large sample of adolescents born in 1997-1998 and followed between the ages of 5 months and 12 years. We propose to test two key questions: (1) Does early adversity alter our biological systems supporting adaptation to stress, as measured by stress hormones and markers that affect the expression of our genes? (2) Do disruptions in these biological markers explain the impact of early adversity on mental health problems in adolescence? This project is well positioned to make a strong return on financial investment and in terms of discoveries that can be implemented into more effective strategies for children facing adversity to help them reverse their susceptibilities by fostering their potential."
Psychobiological sequelae of victimization in adolescents and emerging adults: An investigation into the early roots of mental health and behavioral problems,"['Ouellet-Morin, Isabelle']",['N/A'],"['Adolescents', 'Dna Methylation', 'Early Adversity And Victimization', 'Hair Cortisol', 'Hpa Axis', 'Longitudinal Study', 'Mental Health Problems', 'Physiological Mediators', 'Sensitivity And Cummulative Effects Of Adversity', 'Stress']",300000.0,268800,"Youths growing up in adverse environments such as neglectful or abusive families are more susceptible to develop mental health problems, to experience difficulties with their peers and to encounter problems with the law throughout their lives. While these associations are widely known, from the general public to policy makers, it has proven difficult to translate knowledge into actions that effectively prevent these outcomes that pose a danger to the person and society as a whole. One explanation might be that we know very little about the processes whereby early victimization gets ""under the skull, skin and cells"" to instigate long-term risk towards mental health (e.g., depression, conduct disorder, substance use disorders). Animal research has taught us that early adversity jeopardizes brain development and disrupts our biological systems designed to help us cope with stress. These changes are believed to affect long-term vulnerabilities to mental health. The objective of this 5 year research plan is to further understand how early victimization influences adolescents' and young adults' biological functioning and how these relate to increased vulnerability to mental health problems and behavioral difficulties. Three research initiatives will be pursued to tackle this question, each using distinct but complementary strategies to generate a more comprehensive portray of the long-term impact of victimization that can be implemented into more effective strategies for adolescents and young adults who experiences childhood victimization to help them reverse their susceptibilities by fostering their potential."
